,ORIG_FID,OBJECTID *,NAME,BOROUGH,Long,Lat,Length,Width,Diameter,Radius
334,334,335,Markhouse,Waltham Forest,-0.030473,51.576979,2223.793115,1053.645096,2460.777074,1230
335,335,336,Grove Green,Waltham Forest,-0.004277,51.563621,1202.256604,1098.963555,1628.846781,814
336,336,337,Forest,Waltham Forest,0.003062,51.576876,2271.022445,1412.327293,2674.361854,1337
337,337,338,William Morris,Waltham Forest,-0.028167,51.590258,2021.176608,1078.368579,2290.85872,1145
338,338,339,Hoe Street,Waltham Forest,-0.014006,51.583595,1576.348225,1004.601366,1869.250553,935
339,339,340,Wood Street,Waltham Forest,0.001655,51.587086,1971.973168,1340.193736,2384.281323,1192
340,340,341,Chapel End,Waltham Forest,-0.011984,51.597293,1751.454834,1518.903107,2318.331444,1159
341,341,342,Hale End and Highams Park,Waltham Forest,0.004903,51.602428,2253.917421,2034.306185,3036.205756,1518
342,342,343,Cann Hall,Waltham Forest,0.011901,51.5572,1329.092731,1204.987958,1794.013229,897
343,343,344,Larkswood,Waltham Forest,-0.009745,51.61426,2286.166416,1332.639673,2646.220962,1323
344,344,345,Endlebury,Waltham Forest,-0.009566,51.626939,1998.493559,1343.5049,2408.107539,1204
345,345,346,Hatch Lane,Waltham Forest,0.009675,51.617235,2380.939865,1474.577033,2800.580666,1400
346,346,347,Leytonstone,Waltham Forest,0.008964,51.569155,1579.682108,1270.646574,2027.298271,1014
347,347,348,Wanstead,Redbridge,0.032815,51.56721,3461.745719,2608.191413,4334.321847,2167
348,348,349,Cranbrook,Redbridge,0.059151,51.570686,2534.273623,1588.68155,2991.061996,1496
349,349,350,Newbury,Redbridge,0.090065,51.5714,3007.358025,1805.081007,3507.494794,1754
350,350,351,Roding,Redbridge,0.037671,51.594045,2083.812373,1609.592466,2633.070814,1317
351,351,352,Fairlop,Redbridge,0.084122,51.600393,3026.153671,2665.724506,4032.826947,2016
352,352,353,Goodmayes,Redbridge,0.110684,51.561637,2718.494874,1462.105923,3086.740694,1543
353,353,354,Aldborough,Redbridge,0.109071,51.590265,5305.306697,2572.885305,5896.271529,2948
354,354,355,Bridge,Redbridge,0.047196,51.607491,2112.308695,1964.88222,2884.89344,1442
355,355,356,Hainault,Redbridge,0.125426,51.610431,3829.365717,2973.938436,4848.541184,2424
356,356,357,Loxford,Redbridge,0.074546,51.549994,1788.803587,1444.043793,2298.930349,1149
357,357,358,Clementswood,Redbridge,0.08126,51.556997,1654.081075,1262.016915,2080.545817,1040
358,358,359,Mayfield,Redbridge,0.097084,51.554206,1722.061751,1630.848134,2371.742463,1186
359,359,360,Valentines,Redbridge,0.068741,51.562964,2155.758504,1116.592196,2427.771171,1214
360,360,361,Seven Kings,Redbridge,0.107936,51.571402,2152.392362,1828.837465,2824.436112,1412
361,361,362,Snaresbrook,Redbridge,0.021235,51.583214,2532.121489,1298.274521,2845.550205,1423
362,362,363,Clayhall,Redbridge,0.052112,51.585048,2208.866115,2002.237734,2981.282519,1491
363,363,364,Church End,Redbridge,0.021942,51.5975,1935.494689,1177.945372,2265.765873,1133
364,364,365,Barkingside,Redbridge,0.068603,51.581309,1896.291255,1288.116947,2292.414839,1146
365,365,366,Fullwell,Redbridge,0.067607,51.593916,2486.346086,1313.329618,2811.894654,1406
366,366,367,Chadwell,Redbridge,0.123527,51.575276,1750.394628,1293.080415,2176.221109,1088
367,367,368,Monkhams,Redbridge,0.026684,51.61512,2371.684821,2328.226041,3323.480914,1662
368,368,369,Carshalton South and Clockhouse,Sutton,-0.163201,51.340388,4267.554724,2731.77137,5067.01077,2534
369,369,370,Cheam,Sutton,-0.216021,51.347868,4694.815194,1900.359989,5064.845288,2532
370,370,371,Beddington South,Sutton,-0.132373,51.351943,2246.632046,2228.081975,3164.127816,1582
371,371,372,St. Helier,Sutton,-0.183405,51.382229,2248.751311,1184.025987,2541.416927,1271
372,372,373,Wandle Valley,Sutton,-0.165194,51.384948,2393.573081,1645.386776,2904.563605,1452
373,373,374,Belmont,Sutton,-0.194082,51.348046,2355.01558,1767.782749,2944.682365,1472
374,374,375,Nonsuch,Sutton,-0.232613,51.370553,2313.915338,1603.162928,2815.019639,1408
375,375,376,Worcester Park,Sutton,-0.232258,51.380171,2015.698229,1407.713292,2458.59636,1229
376,376,377,Sutton South,Sutton,-0.187166,51.356107,1933.110059,1053.17687,2201.385023,1101
377,377,378,Sutton West,Sutton,-0.205338,51.362364,1916.238334,1537.614097,2456.873311,1228
378,378,379,Sutton Central,Sutton,-0.190457,51.36526,1576.553893,1214.207368,1989.930077,995
379,379,380,Carshalton Central,Sutton,-0.16961,51.364388,2185.352903,1585.683429,2700.02949,1350
380,380,381,Sutton North,Sutton,-0.193279,51.374996,1752.866121,1553.790095,2342.392644,1171
381,381,382,Stonecot,Sutton,-0.21007,51.378795,2222.012439,1203.12905,2526.827812,1263
382,382,383,The Wrythe,Sutton,-0.168978,51.374459,1985.289814,1318.941885,2383.481349,1192
383,383,384,Wallington South,Sutton,-0.149928,51.354547,1861.870915,1501.640944,2391.963384,1196
384,384,385,Wallington North,Sutton,-0.150872,51.367218,1915.323432,1401.508195,2373.32869,1187
385,385,386,Beddington North,Sutton,-0.137855,51.376377,3505.582813,1919.958117,3996.917566,1998
386,386,387,Hampton,Richmond upon Thames,-0.35025,51.409498,6271.918985,2362.831573,6702.234015,3351
387,387,388,Teddington,Richmond upon Thames,-0.335028,51.419927,2809.287565,2486.275851,3751.488269,1876
388,388,389,Hampton Wick,Richmond upon Thames,-0.315425,51.416724,3502.685434,1533.252155,3823.567368,1912
389,389,390,Heathfield,Richmond upon Thames,-0.371841,51.448335,1860.56907,1682.567974,2508.535878,1254
390,390,391,Twickenham Riverside,Richmond upon Thames,-0.317483,51.450897,2473.254074,1264.891556,2777.93743,1389
391,391,392,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,-0.296169,51.437837,4448.741678,3398.836157,5598.516745,2799
392,392,393,North Richmond,Richmond upon Thames,-0.299153,51.467129,3474.037476,1475.476984,3774.383223,1887
393,393,394,Kew,Richmond upon Thames,-0.288697,51.477126,2341.809031,2227.528923,3232.02021,1616
394,394,395,East Sheen,Richmond upon Thames,-0.264123,51.45119,3633.560443,2621.472888,4480.50015,2240
395,395,396,Mortlake and Barnes Common,Richmond upon Thames,-0.25048,51.469085,3021.602146,1100.667479,3215.827798,1608
396,396,397,Hampton North,Richmond upon Thames,-0.374944,51.427883,1930.375784,1550.361901,2475.878166,1238
397,397,398,Fulwell and Hampton Hill,Richmond upon Thames,-0.351787,51.428474,1857.74769,1757.140653,2557.101827,1279
398,398,399,West Twickenham,Richmond upon Thames,-0.358594,51.43944,2534.015507,1463.429839,2926.236744,1463
399,399,400,Whitton,Richmond upon Thames,-0.357035,51.453485,2216.742641,1165.900004,2504.649827,1252
400,400,401,South Twickenham,Richmond upon Thames,-0.338574,51.440375,1724.886965,1551.959863,2320.30482,1160
401,401,402,St. Margarets and North Twickenham,Richmond upon Thames,-0.329869,51.455353,2638.458236,1389.920988,2982.170722,1491
402,402,403,South Richmond,Richmond upon Thames,-0.292659,51.457525,2582.042481,1756.525352,3122.871225,1561
403,403,404,Barnes,Richmond upon Thames,-0.237298,51.47991,2150.753451,2042.467158,2966.043239,1483
404,404,405,Cannon Hill,Merton,-0.214481,51.400853,2169.213174,1419.823211,2592.563161,1296
405,405,406,Cricket Green,Merton,-0.164025,51.397746,3980.148337,1635.043124,4302.899813,2151
406,406,407,Village,Merton,-0.231472,51.427268,3678.724948,2305.758146,4341.605449,2171
407,407,408,Wimbledon Park,Merton,-0.197256,51.43254,1956.993088,1932.635102,2750.436399,1375
408,408,409,Lower Morden,Merton,-0.222183,51.388412,1710.167889,1393.921454,2206.284485,1103
409,409,410,West Barnes,Merton,-0.235041,51.398319,1645.646627,1623.661526,2311.802235,1156
410,410,411,Raynes Park,Merton,-0.235437,51.4109,1967.836727,1593.600088,2532.181396,1266
411,411,412,Dundonald,Merton,-0.213244,51.413514,2361.170673,815.240609,2497.947997,1249
412,412,413,St. Helier,Merton,-0.198863,51.392153,1938.445042,1881.791784,2701.612389,1351
413,413,414,Ravensbury,Merton,-0.182022,51.396186,1952.909732,1937.847638,2751.201536,1376
414,414,415,Merton Park,Merton,-0.200984,51.406337,2155.561288,1370.545323,2554.376431,1277
415,415,416,Abbey,Merton,-0.191113,51.414083,1505.067538,1476.872991,2108.644618,1054
416,416,417,Figge's Marsh,Merton,-0.157783,51.408048,1739.631499,1396.004123,2230.503366,1115
417,417,418,Pollards Hill,Merton,-0.140422,51.398179,2372.613226,1507.252618,2810.890246,1405
418,418,419,Graveney,Merton,-0.153364,51.41693,1403.484131,1288.314138,1905.130186,953
419,419,420,Longthornton,Merton,-0.141509,51.407785,1795.634971,1525.402252,2356.08934,1178
420,420,421,Hillside,Merton,-0.213314,51.420455,2373.761725,782.464945,2499.399151,1250
421,421,422,Trinity,Merton,-0.191805,51.422103,2035.506397,778.567784,2179.324227,1090
422,422,423,Lavender Fields,Merton,-0.17134,51.411187,1734.638287,1123.801422,2066.857427,1033
423,423,424,Colliers Wood,Merton,-0.173899,51.418177,1487.46861,1397.724273,2041.126162,1021
424,424,425,Roehampton and Putney Heath,Wandsworth,-0.240688,51.448508,3598.054763,2620.746748,4451.326948,2226
425,425,426,Thamesfield,Wandsworth,-0.216921,51.46526,2940.504922,1068.092799,3128.480689,1564
426,426,427,Wandsworth Common,Wandsworth,-0.175893,51.447088,2799.271173,1615.283936,3231.882005,1616
427,427,428,West Hill,Wandsworth,-0.21438,51.44468,1751.581787,1374.139369,2226.274413,1113
428,428,429,West Putney,Wandsworth,-0.233779,51.458306,1708.1914,1562.542791,2315.050287,1158
429,429,430,East Putney,Wandsworth,-0.212711,51.455844,1918.335196,1597.809476,2496.598695,1248
430,430,431,Graveney,Wandsworth,-0.162833,51.425501,1418.682379,936.08839,1699.682666,850
431,431,432,Tooting,Wandsworth,-0.172293,51.430225,1905.650886,1204.00953,2254.139359,1127
432,432,433,Southfields,Wandsworth,-0.198682,51.447305,1963.871815,1163.569455,2282.692792,1141
433,433,434,Earlsfield,Wandsworth,-0.185732,51.440182,2448.378517,1142.137436,2701.672683,1351
434,434,435,Nightingale,Wandsworth,-0.159916,51.443113,1559.136399,1208.731306,1972.799453,986
435,435,436,Furzedown,Wandsworth,-0.146564,51.424562,1460.751189,1431.989875,2045.577923,1023
436,436,437,Bedford,Wandsworth,-0.147946,51.435704,1826.82989,1648.211541,2460.469209,1230
437,437,438,Balham,Wandsworth,-0.151758,51.449881,1879.094085,1365.853899,2323.04788,1162
438,438,439,Fairfield,Wandsworth,-0.188319,51.458961,1941.721357,1519.390802,2465.528389,1233
439,439,440,Northcote,Wandsworth,-0.163478,51.45773,1997.760201,1672.027807,2605.133933,1303
440,440,441,Latchmere,Wandsworth,-0.168821,51.468425,2478.340891,665.265531,2566.077123,1283
441,441,442,St. Mary's Park,Wandsworth,-0.173615,51.473748,2377.436552,1128.668441,2631.7479,1316
442,442,443,Queenstown,Wandsworth,-0.147165,51.478074,2796.849442,1838.320004,3346.907115,1673
443,443,444,Shaftesbury,Wandsworth,-0.157935,51.465329,1270.619836,1079.015346,1666.957973,833
444,444,445,Palace Riverside,Hammersmith and Fulham,-0.213643,51.472252,2807.054861,978.185363,2972.608887,1486
445,445,446,Munster,Hammersmith and Fulham,-0.211739,51.478299,1148.399768,883.434342,1448.888631,724
446,446,447,Sands End,Hammersmith and Fulham,-0.188275,51.470692,2020.042489,1119.962474,2309.737561,1155
447,447,448,Parsons Green and Walham,Hammersmith and Fulham,-0.194643,51.475733,1958.498705,928.473834,2167.436467,1084
448,448,449,Fulham Broadway,Hammersmith and Fulham,-0.200065,51.483114,1284.160944,772.35621,1498.533765,749
449,449,450,Ravenscourt Park,Hammersmith and Fulham,-0.240675,51.495783,1565.795241,1302.038056,2036.422804,1018
450,450,451,Hammersmith Broadway,Hammersmith and Fulham,-0.227589,51.493756,1585.517868,1138.437823,1951.898457,976
451,451,452,Avonmore and Brook Green,Hammersmith and Fulham,-0.213565,51.49433,1605.615784,1019.518219,1901.951483,951
452,452,453,Askew,Hammersmith and Fulham,-0.242108,51.503398,1594.022879,784.941925,1776.806901,888
453,453,454,Wormholt and White City,Hammersmith and Fulham,-0.238708,51.510968,1484.324913,910.063376,1741.101891,871
454,454,455,Shepherd's Bush Green,Hammersmith and Fulham,-0.225843,51.506725,1337.672382,1185.97822,1787.711313,894
455,455,456,College Park and Old Oak,Hammersmith and Fulham,-0.237696,51.522033,2896.195054,1860.479141,3442.285349,1721
456,456,457,Town,Hammersmith and Fulham,-0.203872,51.475613,1484.37529,771.110885,1672.716951,836
457,457,458,Fulham Reach,Hammersmith and Fulham,-0.218821,51.485756,1190.817243,1002.258036,1556.459725,778
458,458,459,North End,Hammersmith and Fulham,-0.205911,51.48787,1071.861532,885.443508,1390.286787,695
459,459,460,Addison,Hammersmith and Fulham,-0.219531,51.500351,1080.82974,826.855681,1360.839169,680
460,460,461,Chelsea Riverside,Kensington and Chelsea,-0.175042,51.481963,1631.943246,632.95005,1750.389821,875
461,461,462,Holland,Kensington and Chelsea,-0.207165,51.501536,1501.595251,984.590764,1795.607772,898
462,462,463,Norland,Kensington and Chelsea,-0.209905,51.50931,1037.608995,994.040646,1436.92353,718
463,463,464,Redcliffe,Kensington and Chelsea,-0.18729,51.487022,995.488065,990.032205,1403.980147,702
464,464,465,Stanley,Kensington and Chelsea,-0.175893,51.486571,1881.924868,550.818003,1960.877783,980
465,465,466,Royal Hospital,Kensington and Chelsea,-0.159667,51.488128,1301.335286,1256.480377,1808.926882,904
466,466,467,Notting Dale,Kensington and Chelsea,-0.215276,51.513049,912.180894,886.758828,1272.169487,636
467,467,468,St. Helen's,Kensington and Chelsea,-0.217728,51.518532,1028.680061,625.990729,1204.178999,602
468,468,469,Colville,Kensington and Chelsea,-0.204164,51.515641,982.656636,616.927204,1160.264297,580
469,469,470,Dalgarno,Kensington and Chelsea,-0.221472,51.524665,1292.026107,1072.469134,1679.143086,840
470,470,471,Golborne,Kensington and Chelsea,-0.208635,51.522802,1064.387976,754.105437,1304.452672,652
471,471,472,Earl's Court,Kensington and Chelsea,-0.195274,51.49127,846.126139,675.458155,1082.669461,541
472,472,473,Courtfield,Kensington and Chelsea,-0.180788,51.49212,1264.411895,833.773248,1514.567684,757
473,473,474,Abingdon,Kensington and Chelsea,-0.196666,51.496622,1095.570483,741.429525,1322.872792,661
474,474,475,Queen's Gate,Kensington and Chelsea,-0.185394,51.498612,888.835484,866.975175,1241.641845,621
475,475,476,Brompton & Hans Town,Kensington and Chelsea,-0.166662,51.49621,1601.788179,1028.54293,1903.582394,952
476,476,477,Campden,Kensington and Chelsea,-0.194139,51.505173,1136.207241,1051.701216,1548.238464,774
477,477,478,Pembridge,Kensington and Chelsea,-0.198415,51.511139,844.657922,643.593077,1061.912922,531
478,478,479,St. James's,Westminster,-0.130573,51.50459,3137.452706,1928.878733,3682.95841,1841
479,479,480,Lancaster Gate,Westminster,-0.185408,51.513183,1232.091412,748.447896,1441.604488,721
480,480,481,Knightsbridge and Belgravia,Westminster,-0.166754,51.504401,2642.59893,2410.383289,3576.769032,1788
481,481,482,Hyde Park,Westminster,-0.172989,51.516062,1573.42958,984.373987,1855.982971,928
482,482,483,Churchill,Westminster,-0.147004,51.487778,1458.704347,793.600884,1660.608544,830
483,483,484,Vincent Square,Westminster,-0.131793,51.492921,1447.009788,804.33094,1655.531814,828
484,484,485,West End,Westminster,-0.143578,51.512347,2178.737401,1375.898346,2576.818372,1288
485,485,486,Harrow Road,Westminster,-0.199474,51.526614,1182.622901,801.526157,1428.650099,714
486,486,487,Bryanston and Dorset Square,Westminster,-0.161969,51.519546,1381.067387,911.86273,1654.944339,827
487,487,488,Regent's Park,Westminster,-0.161933,51.530026,2191.729187,1676.975037,2759.696017,1380
488,488,489,Abbey Road,Westminster,-0.178198,51.5349,1422.454866,1001.010139,1739.367455,870
489,489,490,Marylebone High Street,Westminster,-0.150353,51.519628,1341.1848,1120.649691,1747.750668,874
490,490,491,Queen's Park,Westminster,-0.208684,51.529487,1012.254026,825.873093,1306.416694,653
491,491,492,Bayswater,Westminster,-0.191893,51.51708,1139.088249,822.023368,1404.722199,702
492,492,493,Warwick,Westminster,-0.143881,51.492085,1050.722099,827.19263,1337.260101,669
493,493,494,Tachbrook,Westminster,-0.134354,51.487847,980.760993,795.484379,1262.809377,631
494,494,495,Westbourne,Westminster,-0.193781,51.521258,1579.037014,837.746823,1787.505981,894
495,495,496,Little Venice,Westminster,-0.180788,51.523555,1333.693351,759.26301,1534.672041,767
496,496,497,Maida Vale,Westminster,-0.189522,51.529797,1128.602785,895.790987,1440.897546,720
497,497,498,Church Street,Westminster,-0.169683,51.523901,860.517961,774.693908,1157.860878,579
498,498,499,Swiss Cottage,Camden,-0.176696,51.541997,2365.38041,888.660579,2526.804723,1263
499,499,500,Highgate,Camden,-0.155199,51.564532,2720.649979,1806.600434,3265.844674,1633
500,500,501,Kilburn,Camden,-0.190731,51.540348,1506.560223,1027.328073,1823.492987,912
501,501,502,Bloomsbury,Camden,-0.131436,51.521987,1359.264578,1168.851841,1792.711583,896
502,502,503,Holborn and Covent Garden,Camden,-0.117735,51.519008,1818.902758,1097.746688,2124.489358,1062
503,503,504,St. Pancras and Somers Town,Camden,-0.130295,51.535319,1747.930725,1209.887835,2125.81523,1063
504,504,505,Camden Town with Primrose Hill,Camden,-0.149107,51.540313,1719.315435,1018.807758,1998.503143,999
505,505,506,Cantelowes,Camden,-0.133704,51.545052,1166.508745,883.671157,1463.426584,732
506,506,507,King's Cross,Camden,-0.121304,51.527145,1015.577336,845.560895,1321.503141,661
507,507,508,Fortune Green,Camden,-0.201651,51.553098,1303.293348,1229.190827,1791.503179,896
508,508,509,Frognal and Fitzjohns,Camden,-0.183818,51.554594,2411.121188,954.972461,2593.352615,1297
509,509,510,Gospel Oak,Camden,-0.156242,51.552889,1307.485263,840.163438,1554.153247,777
510,510,511,Hampstead Town,Camden,-0.174064,51.560292,2485.266989,1504.563177,2905.212963,1453
511,511,512,Kentish Town,Camden,-0.140242,51.551483,1303.25983,1253.487314,1808.235779,904
512,512,513,West Hampstead,Camden,-0.191672,51.548529,1491.8986,1078.087008,1840.661031,920
513,513,514,Belsize,Camden,-0.166587,51.546106,1072.292451,1043.03644,1495.906453,748
514,514,515,Haverstock,Camden,-0.153514,51.546647,1131.017074,926.005957,1461.740967,731
515,515,516,Regent's Park,Camden,-0.142545,51.530772,1640.518894,1158.897404,2008.568006,1004
516,516,517,St. Katharine's & Wapping,Tower Hamlets,-0.061516,51.506569,2669.11349,990.90295,2847.113535,1424
517,517,518,Shadwell,Tower Hamlets,-0.052044,51.511943,1601.100958,587.094757,1705.345869,853
518,518,519,Island Gardens,Tower Hamlets,-0.015398,51.489522,2066.665744,1025.724463,2307.209997,1154
519,519,520,Canary Wharf,Tower Hamlets,-0.022493,51.501611,1766.448993,1431.758943,2273.824029,1137
520,520,521,Blackwall & Cubitt Town,Tower Hamlets,-0.005981,51.501603,2755.807464,1493.280295,3134.383642,1567
521,521,522,Poplar,Tower Hamlets,-0.011423,51.510035,2260.184164,663.70867,2355.619166,1178
522,522,523,Spitalfields & Banglatown,Tower Hamlets,-0.069287,51.519749,1551.005469,869.496167,1778.100545,889
523,523,524,St. Peter's,Tower Hamlets,-0.058793,51.528976,1639.225661,1044.179609,1943.546198,972
524,524,525,Bethnal Green,Tower Hamlets,-0.04784,51.526384,1425.024005,1332.786769,1951.157089,976
525,525,526,St. Dunstan's,Tower Hamlets,-0.040031,51.518427,1220.901378,973.991204,1561.812742,781
526,526,527,Mile End,Tower Hamlets,-0.029506,51.518226,1719.84081,1142.578394,2064.78517,1032
527,527,528,Lansbury,Tower Hamlets,-0.010959,51.515298,1631.083354,1328.004111,2103.337307,1052
528,528,529,Bromley South,Tower Hamlets,-0.017774,51.521558,1411.106984,735.702337,1591.377029,796
529,529,530,Bow West,Tower Hamlets,-0.037043,51.531378,2129.194017,1188.864456,2438.619662,1219
530,530,531,Bow East,Tower Hamlets,-0.026592,51.536819,1950.470141,1755.721506,2624.288814,1312
531,531,532,Bromley North,Tower Hamlets,-0.01782,51.5264,1487.468078,612.16343,1608.510288,804
532,532,533,Whitechapel,Tower Hamlets,-0.064968,51.513898,1566.606386,999.349952,1858.213092,929
533,533,534,Stepney Green,Tower Hamlets,-0.048989,51.516757,1086.884435,848.685846,1378.979855,689
534,534,535,Limehouse,Tower Hamlets,-0.033771,51.509984,1117.933135,653.002249,1294.676188,647
535,535,536,Weavers,Tower Hamlets,-0.070463,51.526724,903.994016,857.806973,1246.209446,623
536,536,537,Clerkenwell,Islington,-0.108128,51.52655,1724.238774,984.302189,1985.409315,993
537,537,538,Caledonian,Islington,-0.118975,51.540479,1846.252209,1056.385202,2127.109991,1064
538,538,539,St. Mary's,Islington,-0.104311,51.542234,1972.875257,948.152502,2188.887833,1094
539,539,540,Holloway,Islington,-0.11933,51.550783,1289.581962,1257.885548,1801.470979,901
540,540,541,Highbury East,Islington,-0.098376,51.553105,1735.966838,908.299135,1959.231528,980
541,541,542,Highbury West,Islington,-0.105633,51.55693,1340.194424,1269.394001,1845.936679,923
542,542,543,Tollington,Islington,-0.119776,51.567068,1356.764837,863.412652,1608.195333,804
543,543,544,Bunhill,Islington,-0.094601,51.524921,1844.606692,1152.296266,2174.939202,1087
544,544,545,St. Peter's,Islington,-0.09725,51.535345,1348.284919,883.047013,1611.720897,806
545,545,546,Canonbury,Islington,-0.0912,51.543393,1168.163124,1039.922767,1563.983518,782
546,546,547,Barnsbury,Islington,-0.111098,51.537358,1562.619921,789.774788,1750.864139,875
547,547,548,St. George's,Islington,-0.128123,51.555804,1143.340908,1098.931227,1585.836774,793
548,548,549,Junction,Islington,-0.135034,51.563071,1513.633537,1075.545119,1856.847809,928
549,549,550,Finsbury Park,Islington,-0.113609,51.561804,1299.480089,1016.793422,1650.005262,825
550,550,551,Hillrise,Islington,-0.128221,51.570669,1461.382351,926.440163,1730.29759,865
551,551,552,Mildmay,Islington,-0.086781,51.549558,1541.685534,877.61377,1773.97864,887
552,552,553,Hoxton East & Shoreditch,Hackney,-0.081353,51.529523,1953.999101,883.534549,2144.468649,1072
553,553,554,Haggerston,Hackney,-0.07085,51.534686,1204.097413,1132.069396,1652.704359,826
554,554,555,De Beauvoir,Hackney,-0.080781,51.541649,1066.584595,659.731639,1254.132582,627
555,555,556,London Fields,Hackney,-0.065083,51.540435,1475.594278,1083.396772,1830.608379,915
556,556,557,Hackney Wick,Hackney,-0.030806,51.546432,2347.224184,1053.681529,2572.878958,1286
557,557,558,Clissold,Hackney,-0.085456,51.55853,1612.438273,843.393816,1819.68962,910
558,558,559,Hackney Downs,Hackney,-0.062158,51.557679,1448.271338,923.737099,1717.783484,859
559,559,560,Lea Bridge,Hackney,-0.050329,51.558767,1843.175783,872.097337,2039.080855,1020
560,560,561,Cazenove,Hackney,-0.066694,51.566308,1040.875053,982.760042,1431.516041,716
561,561,562,Springfield,Hackney,-0.062977,51.571057,1996.537583,1161.33548,2309.732109,1155
562,562,563,King's Park,Hackney,-0.033749,51.555561,1889.114992,1480.728391,2400.273322,1200
563,563,564,Brownswood,Hackney,-0.097377,51.564272,992.628642,729.436387,1231.823471,616
564,564,565,Hoxton West,Hackney,-0.089223,51.530863,1164.623108,850.019877,1441.832437,721
565,565,566,Dalston,Hackney,-0.07119,51.547173,899.545148,868.691892,1250.522721,625
566,566,567,Victoria,Hackney,-0.048931,51.538876,1482.836034,875.721836,1722.1183,861
567,567,568,Hackney Central,Hackney,-0.060473,51.548224,1192.653718,1028.427341,1574.82878,787
568,568,569,Homerton,Hackney,-0.049043,51.547581,1164.921829,1070.736888,1582.251671,791
569,569,570,Shacklewell,Hackney,-0.072634,51.552805,1043.476234,635.065701,1221.536367,611
570,570,571,Stoke Newington,Hackney,-0.076012,51.560635,1568.018059,807.459206,1763.709444,882
571,571,572,Woodberry Down,Hackney,-0.088936,51.571161,1651.233979,1075.77932,1970.75488,985
572,572,573,Stamford Hill West,Hackney,-0.080446,51.568803,1428.869014,1065.632189,1782.48103,891
573,573,574,Highgate,Haringey,-0.152619,51.576739,2588.84849,1806.029721,3156.561398,1578
574,574,575,Harringay,Haringey,-0.103417,51.57894,2809.92721,960.297876,2969.488666,1485
575,575,576,Fortis Green,Haringey,-0.154025,51.592414,2673.567756,1666.601782,3150.480288,1575
576,576,577,Bounds Green,Haringey,-0.122418,51.605202,2028.073183,1320.295848,2419.97148,1210
577,577,578,Crouch End,Haringey,-0.129067,51.578074,1908.215558,1261.797428,2287.666795,1144
578,578,579,Stroud Green,Haringey,-0.110572,51.57509,1953.614029,1004.09239,2196.544855,1098
579,579,580,Muswell Hill,Haringey,-0.137307,51.586389,1759.400666,1553.830926,2347.313624,1174
580,580,581,Hornsey,Haringey,-0.118807,51.586527,1368.045835,984.70367,1685.5832,843
581,581,582,Alexandra,Haringey,-0.132931,51.598637,2693.671158,1506.886591,3086.514459,1543
582,582,583,Noel Park,Haringey,-0.106447,51.594389,1792.286834,1163.061979,2136.587293,1068
583,583,584,Woodside,Haringey,-0.1045,51.602331,1953.929641,1288.262643,2340.397761,1170
584,584,585,St. Ann's,Haringey,-0.090324,51.582149,1683.679151,1113.375525,2018.509486,1009
585,585,586,Seven Sisters,Haringey,-0.078949,51.577688,2818.545764,727.398274,2910.894789,1455
586,586,587,Tottenham Green,Haringey,-0.072639,51.585229,1993.864408,1062.22751,2259.164129,1130
587,587,588,West Green,Haringey,-0.090764,51.592229,1799.164827,1172.021645,2147.237484,1074
588,588,589,Tottenham Hale,Haringey,-0.059619,51.593661,2358.432169,1319.032166,2702.230218,1351
589,589,590,White Hart Lane,Haringey,-0.084593,51.603627,1789.321112,1332.180821,2230.779187,1115
590,590,591,Bruce Grove,Haringey,-0.075922,51.593318,1215.270355,1181.785957,1695.140137,848
591,591,592,Northumberland Park,Haringey,-0.059809,51.604203,2388.149032,1285.496741,2712.150009,1356
592,592,593,Royal Docks,Newham,0.0465,51.501769,5036.569507,1263.962064,5192.748068,2596
593,593,594,Canning Town North,Newham,0.007276,51.522404,2550.749165,1470.966364,2944.49713,1472
594,594,595,Beckton,Newham,0.072355,51.515518,3735.090871,2468.417162,4477.051161,2239
595,595,596,East Ham South,Newham,0.058803,51.524773,2867.97599,902.60117,3006.655143,1503
596,596,597,Stratford and New Town,Newham,-0.006058,51.539974,3049.548232,2151.448503,3732.087228,1866
597,597,598,Canning Town South,Newham,0.01678,51.512472,2196.796303,1661.50869,2754.364741,1377
598,598,599,Custom House,Newham,0.035206,51.512079,1980.56245,1524.996636,2499.648447,1250
599,599,600,Plaistow South,Newham,0.032409,51.524056,1629.199028,1069.764147,1949.021499,975
600,600,601,West Ham,Newham,0.011387,51.535605,1591.24849,1179.826047,1980.924344,990
601,601,602,Plaistow North,Newham,0.023101,51.531804,1301.223304,1235.980084,1794.666781,897
602,602,603,Forest Gate South,Newham,0.020009,51.545695,2164.676589,835.751152,2320.410464,1160
603,603,604,Boleyn,Newham,0.041392,51.531089,1360.118537,1033.29091,1708.102028,854
604,604,605,East Ham Central,Newham,0.051822,51.532653,1369.916519,1043.882203,1722.312783,861
605,605,606,Green Street West,Newham,0.028509,51.540028,1423.046997,864.397413,1665.006199,833
606,606,607,Green Street East,Newham,0.037016,51.541865,1313.021989,765.885688,1520.068298,760
607,607,608,East Ham North,Newham,0.051232,51.542545,1770.048491,1015.235116,2040.532774,1020
608,608,609,Wall End,Newham,0.063125,51.536323,1715.099084,1124.015539,2050.603765,1025
609,609,610,Forest Gate North,Newham,0.019825,51.551417,2208.90746,859.488414,2370.230474,1185
